suspected_spell_err,num_first_person_use,num_third_person_use,mention_of_emotion,mention_of_substance,mention_of_manic,mention_of_crime,mention_of_selfharm,mention_of_hospitalization,mention_of_societal,mention_of_therapy,mention_of_violence,mention_of_isolation,label
6,0,1,0,0,0,0,0,0,0,0,0,0,1
12,2,0,1,0,0,0,1,0,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,3,0,0,1,0,2,0,0,2,1,0,1
2,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,0,4,1,0,0,0,0,0,0,1,0,0
4,1,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,4,0,0,0,0,0,0,0,0,3,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,3,0,0,0,1,0,1
16,1,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,2,0,0,0,2,0,0,1,1,0,1
31,2,2,1,0,0,0,1,0,0,0,1,0,1
16,0,2,3,1,0,0,3,0,0,1,1,3,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1,1,0,0,0,0,3,0,0,0,3,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,3,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,3,0,0,0,0,1,0,1,0,0,1
12,0,0,3,0,0,0,2,0,0,0,0,1,1
11,0,0,0,0,0,0,1,0,0,1,0,0,1
7,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
30,7,2,3,0,1,0,1,0,0,1,2,2,1
2,1,0,1,0,3,0,0,0,0,0,0,0,1
35,0,0,0,2,0,0,0,0,0,0,0,0,0
59,4,2,7,0,3,0,2,0,0,4,1,3,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
18,4,4,7,0,0,0,4,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0,1,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,3,1,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,2,0,0,0,0,0,2,0,0,2,0
1,0,0,1,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,0,1,0,2,0,1,0,0,0,0,1,1
11,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2,5,1,0,0,2,0,0,1,0,0,3,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,0,0,0,1,1,0,1,0,0,4,0,1
2,1,0,0,0,1,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,1
8,1,0,2,0,0,0,3,0,0,0,1,1,1
5,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,1,0,0,1,0,0,0,1,0,1
5,0,0,0,0,0,0,1,0,0,0,1,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,1,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,2,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,2,0,0,0,1,0,1
11,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,2,0,0,0,0,0,1
11,2,1,2,0,0,0,4,0,0,2,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,1,0,1
12,0,1,0,0,0,0,1,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,7,4,7,2,1,0,5,0,0,0,5,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,1,0,0,0,1,0,0,0,0,0,1
14,1,0,1,0,0,0,5,0,0,0,1,0,1
12,0,1,0,0,0,0,1,0,0,0,0,0,1
7,0,0,2,0,0,0,0,0,1,4,0,0,1
23,3,1,1,2,0,0,7,1,3,2,0,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,2,0,0,0,0,0,0,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,4,0,0,0,4,0,0,2,4,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,3,0,0,0,0,0,0,0,0,0,0
5,0,0,2,0,0,0,2,0,0,0,1,1,1
9,0,1,1,1,0,0,1,2,0,0,0,0,1
3,1,0,1,0,0,0,0,0,1,0,0,0,0
12,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,0,0,0,0,1,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,2,0,0,0,6,0,0,0,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,6,5,0,0,0,0,0,0,0,0,3,1
5,0,0,1,0,0,0,1,0,0,0,0,0,1
16,1,0,1,0,0,0,2,1,0,0,1,0,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,1,0,0,0,1,2,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1,0,0,1,1,0,8,5,0,3,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,1,0,2,0,0,0,1,0,0,2,1
24,1,1,1,0,0,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,0,0,3,0,0,2,0,1,1
10,1,0,0,0,0,0,4,4,0,0,0,0,1
8,2,0,1,2,0,0,3,0,0,0,1,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,1,0,0,1,0,1,0,0,0,0,0,1
14,1,0,0,0,0,0,2,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,3,0,0,0,0,2,0,0,0,0,0,1
14,1,0,0,0,0,0,0,0,0,0,1,1,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,3,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,1,2,0,0,0,1,0,0,0,0,1,1
6,1,0,0,0,0,0,2,0,0,0,0,0,1
2,3,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0,0,0,0,0,0
17,1,0,2,0,0,0,1,0,0,0,0,1,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,1,0,0,0,0,1
26,1,2,1,0,0,0,1,0,0,1,0,1,1
6,5,0,2,0,1,0,1,0,0,0,2,1,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,1,0,0,2,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0
35,1,0,0,0,0,0,0,0,2,0,1,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,2,0,0,0,1,0,2,0,1,0,1
7,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,2,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2,4,0,0,1,1,0,0,5,0,0,0,0
16,0,2,1,0,0,0,2,0,0,0,0,1,0
10,0,1,0,1,1,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,3,1,0,0,5,0,0,0,1,0,1
13,2,0,2,0,0,0,1,0,0,0,1,0,1
30,0,1,1,3,4,0,4,0,1,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,0,2,0,0,0,3,0,0,0,4,0,1
4,0,0,1,0,0,0,0,0,0,0,0,0,0
38,0,1,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,0,1,0,0,0,0,0,0,0,0,0,1
9,0,0,2,2,0,0,1,0,0,0,0,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,2,0,0,0,2,0,0,0,1,2,1
15,0,0,0,0,0,0,1,0,0,4,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,2,0,0,0,0,1,0,0,0,0,0,1
7,0,1,0,0,0,0,1,0,0,0,1,1,1
15,3,3,3,0,0,0,3,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,0,1,0,1,0,3,0,0,2,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,0,1,0,0,0,0,0,0,1,0,0,1
4,0,0,1,0,0,0,0,0,0,0,0,2,1
4,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,0,2,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,1
5,3,0,0,0,0,0,3,0,0,0,3,0,0
15,1,0,0,6,1,0,6,2,0,1,2,0,1
22,1,1,1,0,0,0,2,0,0,0,0,0,1
8,0,0,0,0,0,0,1,0,0,0,0,0,1
6,2,0,0,0,0,0,0,0,0,0,0,0,1
81,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,1
20,3,2,2,0,1,0,2,0,0,4,0,1,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,3,0,0,0,1,0,0
8,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,3,0,0,0,1,1,1
10,1,0,2,0,0,0,1,0,0,0,0,1,1
5,0,0,0,0,0,1,0,0,1,0,0,0,0
7,3,6,3,0,0,0,1,0,0,0,1,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,2,0,0,1,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,1,1,1
10,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,0,0,0,0,1,0,0,0,0,0,1
30,3,0,2,0,0,0,4,0,1,0,2,0,1
11,2,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,1,0,0,0,0,0,0,0,0,0,0
7,1,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,4,0,0,0,0,1,0,0,0,0,0,0
24,1,0,1,0,0,0,1,0,0,0,0,0,1
6,0,0,1,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,1,0,0,0,1,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,1,1
5,0,0,0,0,0,0,0,0,0,0,0,0,1
10,3,0,3,0,0,0,2,0,1,0,0,1,1
3,0,0,0,0,0,0,2,0,0,0,1,0,1
1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,2,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,2,0,0,0,2,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,2,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,0,0,1
20,0,0,0,0,0,1,0,0,0,0,0,0,0
20,0,0,3,0,0,0,0,0,0,0,0,0,1
11,0,2,0,0,0,0,3,0,0,0,3,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0,0,0,0,0,0,1,0,0,0,3,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,1,0,1,0,3,0,0,3,2,0,1
13,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,10,6,2,4,0,0,2,5,5,2,5,5,1
8,0,0,0,0,0,0,1,0,0,0,0,0,1
8,1,0,3,0,0,0,0,0,0,0,0,1,1
12,2,5,1,0,0,0,5,0,0,1,6,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,1,0,0,0,0,0,0,0,0,0,0
31,2,0,3,1,0,0,14,0,0,0,6,0,1
15,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,1,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,0,2,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2,0,4,0,1,0,0,0,1,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,2,0,0,0,0,0,0,0,0,0,0,0
37,1,18,2,1,0,0,7,1,0,0,0,1,1
38,1,0,1,0,2,0,3,0,3,0,2,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1,0,0,0,0,0,1
38,0,1,2,0,0,0,4,2,0,0,0,0,1
11,1,3,3,0,0,0,6,0,0,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,0,2,1,1,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1
13,0,0,1,0,0,0,0,0,0,0,0,0,1
16,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1,0,0,0,0,0,1
7,2,0,0,0,0,0,2,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,2,0,0,1,0,1,1,0,1,1,0,1
38,3,4,0,1,0,0,0,0,0,0,0,0,0
4,0,0,3,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,2,0,0,0,0,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,3,0,0,0,0,0,0,0,0,2,1
6,0,0,0,0,1,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1
13,0,0,1,0,0,0,1,1,1,2,0,1,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,1,1
37,0,1,0,0,0,0,0,0,0,0,0,1,0
24,4,0,0,0,0,0,2,1,2,1,0,0,1
5,0,0,0,1,0,0,0,0,0,0,0,0,1
61,8,7,0,0,0,0,8,0,0,3,5,0,1
11,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,0,2,0,0,0,2,0,1
8,1,2,1,0,1,0,1,0,0,0,1,0,0
10,3,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,1,0,0,0,0,0,0,0,0,0,0
8,0,0,1,0,0,0,0,0,2,0,0,0,1
22,1,0,1,1,2,0,3,0,0,0,0,0,1
10,1,0,1,0,0,0,0,0,0,0,0,0,0
25,1,0,1,0,0,0,1,0,0,0,0,0,1
45,0,1,2,0,0,0,1,0,0,0,0,0,0
7,0,0,2,0,0,0,2,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,4,0,0,0,0,0,0,0,0
11,1,0,2,0,0,0,3,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,3,1,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,1,0,0,0,3,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,1
37,0,0,3,0,0,0,2,0,0,0,0,0,1
7,0,0,1,0,1,0,0,0,0,0,0,0,0
87,12,9,3,1,15,0,9,5,1,8,2,1,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,3,0,1,0,1,0,1,0,1,0,1
5,0,0,0,0,0,0,1,0,0,0,1,0,0
9,2,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,2,4,0,0,0,0,0,0,0,0,2,0
15,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,3,0,0,1,0,0,1
9,1,0,1,0,0,0,0,0,0,0,0,0,0
20,1,0,0,0,0,0,8,0,0,1,2,1,1
7,0,0,1,0,0,0,2,0,0,0,1,1,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,1,0,4,0,0,0,1,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0,0,0,1
18,1,2,1,0,0,0,1,0,0,0,0,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,2,0,0,1,0,0,1
58,3,0,4,0,0,0,0,1,2,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,0,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,1,0,0
8,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1,0,0,0,0,0,1
5,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0
25,1,1,0,0,0,0,0,0,0,0,0,1,1
6,0,0,0,0,0,0,0,0,1,0,0,0,0
7,2,0,0,0,0,0,3,0,0,0,1,2,1
15,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1,0,0,0,1,0,1
5,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1
41,0,0,0,0,0,0,0,0,2,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,0,1,0,1,1,0,0,0,0,0,1
3,1,1,0,0,0,0,1,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0,5,1,0,1,0,2,0,3,0,4,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,0,0,0,1,0,0,0,1,0,1
10,1,0,1,0,0,0,1,0,0,0,0,2,1
29,2,3,0,0,0,0,0,0,0,0,0,0,0
16,1,0,0,0,1,1,1,0,0,0,0,0,1
10,5,3,2,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,1,0,0,0,0,1,0,0
4,0,0,2,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,1,0,0,0,0,0,1
3,1,0,1,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,3,0,0,0,0,0,1
17,0,1,0,0,0,0,0,0,0,0,1,0,0
9,0,0,0,0,0,0,2,0,0,0,1,0,1
13,0,0,1,0,0,0,3,0,0,0,2,0,1
17,3,1,0,0,0,0,0,0,0,0,1,1,0
7,0,1,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,2,0,1
14,0,0,1,0,0,0,2,0,0,0,1,2,1
27,2,0,1,0,0,0,3,0,0,0,0,2,1
11,2,0,0,0,0,0,1,0,0,2,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,2,1,0,0,3,0,0,1,2,0,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,1,6,0,2,0,5,0,0,2,1,1,1
5,1,0,1,0,0,0,3,0,0,0,0,0,1
24,0,0,0,0,0,0,0,0,2,0,0,0,0
4,1,0,0,0,0,0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,2,0,0,0,0,0,0,0,0,0,0,0
35,2,0,2,0,3,0,6,0,2,2,2,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0,3,0,0,0,3,0,0,0,1,2,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,1,0,0,1,0,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,2,1,0,0,0,1,0,0,0,0,0,0
11,2,0,1,0,1,0,3,0,0,1,0,0,1
